H	2	1024	"2023-10-20 14:49:17"	31	10.13
0	0
1	14
2	14
3	17
4	0
5	0
6	0
7	0
8	0
9	0
10	1
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	1
30	11
31	6
32	4
33	11
34	24
35	50
36	86
37	143
38	344
39	466
40	577
41	598
42	655
43	656
44	623
45	669
46	700
47	707
48	686
49	675
50	717
51	744
52	716
53	711
54	710
55	737
56	736
57	783
58	774
59	782
60	851
61	842
62	733
63	751
64	679
65	646
66	636
67	581
68	613
69	686
70	703
71	782
72	835
73	867
74	834
75	871
76	826
77	885
78	908
79	812
80	886
81	928
82	879
83	862
84	811
85	837
86	886
87	885
88	874
89	928
90	1005
91	997
92	951
93	1120
94	1090
95	1114
96	1152
97	1191
98	1215
99	1325
100	1263
101	1307
102	1298
103	1346
104	1320
105	1417
106	1312
107	1299
108	1277
109	1255
110	1348
111	1272
112	1239
113	1200
114	1166
115	1170
116	1168
117	1147
118	1068
119	1111
120	1088
121	1104
122	1100
123	1027
124	1040
125	1011
126	959
127	964
128	901
129	933
130	834
131	886
132	852
133	850
134	838
135	843
136	776
137	810
138	787
139	792
140	777
141	739
142	783
143	708
144	758
145	740
146	733
147	713
148	719
149	733
150	712
151	716
152	688
153	698
154	631
155	699
156	676
157	730
158	624
159	665
160	673
161	688
162	684
163	673
164	669
165	663
166	697
167	666
168	658
169	651
170	625
171	752
172	704
173	695
174	624
175	595
176	655
177	676
178	594
179	675
180	664
181	666
182	673
183	657
184	618
185	626
186	601
187	647
188	601
189	658
190	624
191	644
192	603
193	649
194	664
195	669
196	658
197	614
198	629
199	666
200	616
201	664
202	641
203	673
204	610
205	626
206	602
207	642
208	631
209	638
210	631
211	645
212	620
213	699
214	648
215	687
216	638
217	670
218	632
219	636
220	647
221	697
222	644
223	679
224	663
225	702
226	677
227	694
228	686
229	684
230	651
231	637
232	604
233	679
234	599
235	561
236	550
237	604
238	589
239	533
240	504
241	487
242	461
243	495
244	418
245	488
246	408
247	409
248	428
249	401
250	370
251	370
252	376
253	374
254	319
255	347
256	318
257	321
258	337
259	320
260	339
261	311
262	306
263	302
264	319
265	338
266	272
267	300
268	296
269	285
270	305
271	306
272	282
273	266
274	289
275	294
276	297
277	267
278	265
279	326
280	293
281	281
282	316
283	302
284	310
285	331
286	328
287	344
288	316
289	318
290	322
291	304
292	329
293	329
294	326
295	358
296	379
