H	3	1024	"2023-10-20 15:45:19"	275	0.09
C	-7.382846	1.962241	0.000000	"keV"
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	3
36	47
37	152
38	204
39	208
40	209
41	222
42	187
43	165
44	171
45	169
46	168
47	168
48	150
49	157
50	150
51	163
52	159
53	169
54	151
55	159
56	145
57	155
58	153
59	168
60	149
61	167
62	165
63	166
64	170
65	152
66	163
67	143
68	148
69	154
70	182
71	164
72	195
73	144
74	189
75	173
76	163
77	133
78	179
79	142
80	154
81	150
82	120
83	137
84	124
85	174
86	157
87	162
88	154
89	176
90	162
91	174
92	169
93	196
94	162
95	166
96	175
97	190
98	180
99	164
100	166
101	174
102	147
103	156
104	153
105	158
106	134
107	140
108	122
109	117
110	140
111	128
112	128
113	128
114	153
115	123
116	133
117	134
118	129
119	124
120	117
121	140
122	123
123	114
124	102
125	130
126	112
127	140
128	105
129	113
130	113
131	96
132	89
133	104
134	98
135	96
136	95
137	90
138	104
139	87
140	98
141	80
142	107
143	96
144	98
145	90
146	79
147	101
148	100
149	99
150	80
151	89
152	102
153	93
154	112
155	93
156	92
157	94
158	94
159	92
160	98
161	92
162	99
163	96
164	81
165	79
166	96
167	93
168	106
169	82
170	112
171	87
172	75
173	83
174	95
175	84
176	109
177	104
178	92
179	99
180	91
181	93
182	101
183	89
184	103
185	103
186	102
187	119
188	108
189	119
190	86
191	103
192	98
193	85
194	109
195	100
196	99
197	102
198	93
199	108
200	93
201	94
202	95
203	84
204	74
205	82
206	83
207	82
208	79
209	83
210	98
211	97
212	72
213	75
214	90
215	77
216	65
217	72
218	74
219	66
220	60
221	50
222	71
223	62
224	64
225	57
226	62
227	56
228	49
229	42
230	45
231	48
232	47
233	55
234	49
235	38
236	46
237	45
238	42
239	49
240	49
241	49
242	41
243	34
244	30
245	50
246	46
247	46
248	40
249	36
250	33
251	29
252	48
253	35
254	30
255	36
256	38
257	35
258	37
259	43
260	28
261	31
262	24
263	39
264	22
265	27
266	31
267	32
268	25
269	25
270	32
271	28
272	23
273	24
274	25
275	26
276	18
277	26
278	31
279	30
280	22
281	24
282	35
283	25
284	23
285	27
286	22
287	19
288	30
289	33
290	21
291	24
292	24
293	44
294	25
295	30
296	34
297	25
298	23
299	22
300	27
301	17
302	31
303	30
304	28
305	28
306	35
307	28
308	26
309	30
310	29
311	43
312	32
313	32
314	25
315	28
316	33
317	39
318	27
319	39
320	45
321	41
322	46
323	45
324	44
325	40
326	54
327	55
328	62
329	63
330	55
331	60
332	62
333	73
334	76
335	97
336	81
337	83
338	83
339	109
340	80
341	93
342	99
343	86
344	95
345	87
346	87
347	83
348	84
349	71
350	71
351	76
352	55
353	60
354	53
355	60
356	54
357	46
358	37
359	29
360	35
361	33
362	21
363	27
364	30
365	14
366	13
367	12
368	13
369	18
370	12
371	9
372	14
373	9
374	7
375	8
376	8
377	3
378	4
379	4
380	9
381	7
382	10
383	7
384	7
385	8
386	9
387	7
388	4
389	5
390	7
391	5
392	8
393	9
394	7
395	7
396	7
397	2
398	5
399	6
400	9
401	2
402	3
403	5
404	1
405	8
406	5
407	4
408	11
409	7
410	10
411	4
412	5
413	8
414	8
415	6
416	7
417	4
418	6
419	7
420	3
421	6
422	8
423	9
424	6
425	6
426	3
427	1
428	6
429	5
430	4
431	5
432	3
433	4
434	3
435	5
436	7
437	4
438	6
439	3
440	10
441	6
442	3
443	2
444	2
445	1
446	4
447	7
448	6
449	4
450	5
451	6
452	4
453	3
454	4
455	2
456	3
457	4
458	2
459	4
460	3
461	5
462	8
463	3
464	4
465	3
466	6
467	2
468	5
469	3
470	7
471	7
472	8
473	7
474	3
475	3
476	1
477	4
478	3
479	6
480	3
481	6
482	8
483	4
484	3
485	3
486	5
487	4
488	4
489	3
490	3
491	3
492	5
493	3
494	3
495	4
496	3
497	3
498	3
499	4
500	7
501	4
502	4
503	5
504	6
505	7
506	8
507	4
508	1
509	2
510	2
511	5
512	6
513	6
514	3
515	3
516	3
517	7
518	1
519	5
520	1
